code,name,sigunguCode
32530110,영월읍,32530
32530120,상동읍,32530
32530410,산솔면,32530
11110590,하계2동,11110
32530380,김삿갓면,32530
32530330,북면,32530
32530340,남면,32530
32530390,한반도면,32530
32530360,주천면,32530
32530400,무릉도원면,32530
32540110,평창읍,32540
32540310,미탄면,32540
11110600,중계본동,11110
32540320,방림면,32540
32540330,대화면,32540
32540340,봉평면,32540
32540350,용평면,32540
32540360,진부면,32540
32540370,대관령면,32540
32550110,정선읍,32550
32550120,고한읍,32550
11110610,중계1동,11110
32550130,사북읍,32550
32550140,신동읍,32550
32550360,화암면,32550
32550320,남면,32550
32550370,여량면,32550
32550340,북평면,32550
32550350,임계면,32550
32560110,철원읍,32560
11110780,중계2·3동,11110
32560120,김화읍,32560
32560130,갈말읍,32560
32560140,동송읍,32560
32560210,근북면,32560
32560260,근동면,32560
32560270,원동면,32560
32560280,원남면,32560
32560290,임남면,32560
32560310,서면,32560
32560320,근남면,32560
32570110,화천읍,32570
32570310,간동면,32570
32570320,하남면,32570
32570330,상서면,32570
32570340,사내면,32570
32580110,양구읍,32580
11110640,중계4동,11110
32580350,국토정중앙면,32580
32580320,동면,32580
32580330,방산면,32580
32580340,해안면,32580
32590110,인제읍,32590
32590310,남면,32590
32590320,북면,32590
32590330,기린면,32590
11110650,상계1동,11110
32590340,서화면,32590
32590350,상남면,32590
32600110,간성읍,32600
32600120,거진읍,32600
32600260,수동면,32600
32600310,현내면,32600
32600320,죽왕면,32600
32600330,토성면,32600
11110660,상계2동,11110
32610110,양양읍,32610
32610310,서면,32610
32610320,손양면,32610
32610330,현북면,32610
32610340,현남면,32610
32610350,강현면,32610
11110760,상계3·4동,11110
33041510,중앙동,33041
33041520,성안동,33041
33041530,탑·대성동,33041
33041540,영운동,33041
33041550,금천동,33041
33041560,용담·명암·산성동,33041
33041570,용암1동,33041
33041580,용암2동,33041
33041310,낭성면,33041
33041320,미원면,33041
33041330,가덕면,33041
33041340,남일면,33041
11110690,상계5동,11110
33041350,문의면,33041
33042510,사직1동,33042
33042520,사직2동,33042
33042530,사창동,33042
33042540,모충동,33042
33042310,남이면,33042
33042320,현도면,33042
11110770,상계6·7동,11110
33043510,운천·신봉동,33043
33042550,산남동,33042
33042560,분평동,33042
33042570,수곡1동,33042
33042580,수곡2동,33042
33042590,성화·개신·죽림동,33042
33043520,복대1동,33043
33043530,복대2동,33043
33043540,가경동,33043
33043550,봉명1동,33043
33043560,봉명2·송정동,33043
33043570,강서1동,33043
33043580,강서2동,33043
33043110,오송읍,33043
33043310,강내면,33043
11110720,상계8동,11110
33043320,옥산면,33043
33044510,오근장동,33044
33044520,우암동,33044
33044530,내덕1동,33044
33044540,내덕2동,33044
33044550,율량·사천동,33044
33044110,내수읍,33044
33044120,오창읍,33044
11110730,상계9동,11110
33044310,북이면,33044
33020110,주덕읍,33020
33020310,살미면,33020
33020320,수안보면,33020
33020340,신니면,33020
33020350,노은면,33020
33020360,앙성면,33020
33020440,중앙탑면,33020
11110740,상계10동,11110
33020380,금가면,33020
33020390,동량면,33020
33020400,산척면,33020
33020410,엄정면,33020
33020420,소태면,33020
33020430,대소원면,33020
33020510,성내·충인동,33020
33020530,교현·안림동,33020
33020540,교현2동,33020
33020550,용산동,33020
33020560,지현동,33020
33020570,문화동,33020
33020580,호암·직동,33020
33020600,달천동,33020
33020610,봉방동,33020
33020620,칠금·금릉동,33020
33020630,연수동,33020
33020640,목행·용탄동,33020
33030110,봉양읍,33030
33030310,금성면,33030
33030320,청풍면,33030
33030330,수산면,33030
33030340,덕산면,33030
33030350,한수면,33030
33030360,백운면,33030
33030370,송학면,33030
33030510,교동,33030
33030730,의림지동,33030
11120510,녹번동,11120
33030740,중앙동,33030
33030700,남현동,33030
33030720,신백동,33030
33030710,영서동,33030
33030560,용두동,33030
33030590,청전동,33030
33030600,화산동,33030
11120520,불광1동,11120
11120720,불광2동,11120
33520110,보은읍,33520
33520310,속리산면,33520
33520320,장안면,33520
33520330,마로면,33520
33520340,탄부면,33520
33520350,삼승면,33520
33520360,수한면,33520
33520370,회남면,33520
33520380,회인면,33520
33520390,내북면,33520
33520400,산외면,33520
11120550,갈현1동,11120
33530110,옥천읍,33530
33530310,동이면,33530
33530320,안남면,33530
33530330,안내면,33530
33530340,청성면,33530
33530350,청산면,33530
33530360,이원면,33530
33530370,군서면,33530
33530380,군북면,33530
11120560,갈현2동,11120
33540110,영동읍,33540
33540310,용산면,33540
33540320,황간면,33540
33540330,추풍령면,33540
33540340,매곡면,33540
33540350,상촌면,33540
33540360,양강면,33540
33540370,용화면,33540
33540380,학산면,33540
11120570,구산동,11120
33540390,양산면,33540
33540400,심천면,33540
33550110,진천읍,33550
33550120,덕산읍,33550
33550320,초평면,33550
33550330,문백면,33550
33550340,백곡면,33550
33550350,이월면,33550
11120580,대조동,11120
33550360,광혜원면,33550
33560110,괴산읍,33560
33560310,감물면,33560
33560320,장연면,33560
33560330,연풍면,33560
33560340,칠성면,33560
33560350,문광면,33560
33560360,청천면,33560
11120590,응암1동,11120
33560370,청안면,33560
33560380,사리면,33560
33560390,소수면,33560
33560400,불정면,33560
33570110,음성읍,33570
33570120,금왕읍,33570
33570310,소이면,33570
33570320,원남면,33570
11120600,응암2동,11120
33570330,맹동면,33570
33570340,대소면,33570
33570350,삼성면,33570
33570360,생극면,33570
33570370,감곡면,33570
33580110,단양읍,33580
33580120,매포읍,33580
33580310,단성면,33580
11120730,응암3동,11120
33580320,대강면,33580
33580330,가곡면,33580
33580340,영춘면,33580
33580350,어상천면,33580
33580360,적성면,33580
33590140,증평읍,33590
33590310,도안면,33590
11020520,소공동,11020
34011110,목천읍,34011
34011310,풍세면,34011
34011320,광덕면,34011
34011330,북면,34011
34011340,성남면,34011
11120740,역촌동,11120
34011350,수신면,34011
34011360,병천면,34011
34011370,동면,34011
34011510,중앙동,34011
34011520,문성동,34011
34011530,원성1동,34011
34011540,원성2동,34011
34011550,봉명동,34011
34011560,일봉동,34011
34011570,신방동,34011
34011580,청룡동,34011
34011590,신안동,34011
34012110,성환읍,34012
34012120,성거읍,34012
34012130,직산읍,34012
34012310,입장면,34012
34012510,성정1동,34012
11120650,신사1동,11120
34012520,성정2동,34012
34012530,쌍용1동,34012
34012540,쌍용2동,34012
34012550,쌍용3동,34012
34012580,백석동,34012
34012620,불당1동,34012
34012600,부성1동,34012
34012610,부성2동,34012
11120660,신사2동,11120
34020110,유구읍,34020
34020310,이인면,34020
34020320,탄천면,34020
34020330,계룡면,34020
34020340,반포면,34020
34020360,의당면,34020
34020370,정안면,34020
34020380,우성면,34020
34020390,사곡면,34020
11120670,증산동,11120
34020400,신풍면,34020
34020510,중학동,34020
34020580,웅진동,34020
34020590,월송동,34020
34020550,금학동,34020
34020560,옥룡동,34020
34020570,신관동,34020
11120680,수색동,11120
34030110,웅천읍,34030
34030310,주포면,34030
34030320,주교면,34030
34030330,오천면,34030
34030340,천북면,34030
34030350,청소면,34030
34030360,청라면,34030
34030370,남포면,34030
34030380,주산면,34030
34030390,미산면,34030
11120710,진관동,11120
34030400,성주면,34030
34030510,대천1동,34030
34030520,대천2동,34030
34030530,대천3동,34030
34030540,대천4동,34030
34030560,대천5동,34030
34040110,염치읍,34040
34040310,송악면,34040
34040120,배방읍,34040
34040330,탕정면,34040
34040340,음봉면,34040
34040350,둔포면,34040
34040360,영인면,34040
34040370,인주면,34040
34040380,선장면,34040
34040390,도고면,34040
34040400,신창면,34040
34040510,온양1동,34040
34040520,온양2동,34040
34040530,온양3동,34040
34040540,온양4동,34040
34040550,온양5동,34040
34040560,온양6동,34040
34050110,대산읍,34050
34050310,인지면,34050
34050320,부석면,34050
11020540,회현동,11020
34050330,팔봉면,34050
34050340,지곡면,34050
34050350,성연면,34050
34050360,음암면,34050
34050370,운산면,34050
34050380,해미면,34050
34050390,고북면,34050
34050510,부춘동,34050
34050520,동문1동,34050
34050530,동문2동,34050
11130730,충현동,11130
34050540,수석동,34050
34050550,석남동,34050
34060110,강경읍,34060
34060120,연무읍,34060
34060310,성동면,34060
34060320,광석면,34060
34060330,노성면,34060
34060340,상월면,34060
34060350,부적면,34060
34060360,연산면,34060
34060370,벌곡면,34060
34060380,양촌면,34060
34060390,가야곡면,34060
34060400,은진면,34060
34060410,채운면,34060
34060510,취암동,34060
34060520,부창동,34060
11130520,천연동,11130
34070310,두마면,34070
34070330,엄사면,34070
34070510,금암동,34070
34070340,신도안면,34070
34510110,금산읍,34510
34510310,금성면,34510
34510320,제원면,34510
11130740,북아현동,11130
34510330,부리면,34510
34510340,군북면,34510
34510350,남일면,34510
34510360,남이면,34510
34510370,진산면,34510
34510380,복수면,34510
34510390,추부면,34510
34530110,부여읍,34530
11130750,신촌동,11130
34530310,규암면,34530
34530320,은산면,34530
34530330,외산면,34530
34530340,내산면,34530
34530350,구룡면,34530
34530360,홍산면,34530
34530370,옥산면,34530
34530380,남면,34530
34530390,충화면,34530
34530400,양화면,34530
34530410,임천면,34530
34530420,장암면,34530
34530430,세도면,34530
34530440,석성면,34530
34530450,초촌면,34530
34540110,장항읍,34540
34540120,서천읍,34540
34540310,마서면,34540
11130760,연희동,11130
34540320,화양면,34540
34540330,기산면,34540
34540340,한산면,34540
34540350,마산면,34540
34540360,시초면,34540
34540370,문산면,34540
34540380,판교면,34540
34540390,종천면,34540
34540400,비인면,34540
34540410,서면,34540
34550110,청양읍,34550
34550310,운곡면,34550
34550320,대치면,34550
34550330,정산면,34550
34550340,목면,34550
34550350,청남면,34550
34550360,장평면,34550
34550370,남양면,34550
11020550,명동,11020
34550380,화성면,34550
34550390,비봉면,34550
34560110,홍성읍,34560
34560120,광천읍,34560
34560130,홍북읍,34560
34560320,금마면,34560
34560330,홍동면,34560
34560340,장곡면,34560
11130620,홍제1동,11130
34560350,은하면,34560
34560360,결성면,34560
34560370,서부면,34560
34560380,갈산면,34560
34560390,구항면,34560
34570110,예산읍,34570
34570120,삽교읍,34570
34570310,대술면,34570
34570320,신양면,34570
34570330,광시면,34570
34570340,대흥면,34570
34570350,응봉면,34570
34570360,덕산면,34570
34570370,봉산면,34570
34570380,고덕면,34570
34570390,신암면,34570
34570400,오가면,34570
11130640,홍제3동,11130
34580110,태안읍,34580
34580120,안면읍,34580
34580310,고남면,34580
34580320,남면,34580
34580330,근흥면,34580
34580340,소원면,34580
34580350,원북면,34580
34580360,이원면,34580
11130650,홍제2동,11130
34080510,당진1동,34080
34080520,당진2동,34080
34080530,당진3동,34080
34080110,합덕읍,34080
34080120,송악읍,34080
34080310,고대면,34080
34080320,석문면,34080
34080330,대호지면,34080
34080340,정미면,34080
11130660,홍은1동,11130
34080350,면천면,34080
34080360,순성면,34080
34080370,우강면,34080
34080380,신평면,34080
34080390,송산면,34080
35011740,중앙동,35011
35011750,풍남동,35011
35011760,노송동,35011
35011770,완산동,35011
11130680,홍은2동,11130
35011600,동서학동,35011
35011610,서서학동,35011
35011620,중화산1동,35011
35011630,중화산2동,35011
35011640,평화1동,35011
35011650,평화2동,35011
35011660,서신동,35011
35011670,삼천1동,35011
35011680,삼천2동,35011
35011690,삼천3동,35011
11130690,남가좌1동,11130
35011700,효자1동,35011
35011710,효자2동,35011
35011720,효자3동,35011
35011780,효자4동,35011
35011790,효자5동,35011
35012690,진북동,35012
35012540,인후1동,35012
11130700,남가좌2동,11130
35012550,인후2동,35012
35012560,인후3동,35012
35012570,덕진동,35012
35012580,금암1동,35012
35012590,금암2동,35012
35012600,팔복동,35012
35012610,우아1동,35012
35012620,우아2동,35012
35012630,호성동,35012
35012650,송천1동,35012
11020570,필동,11020
11130710,북가좌1동,11130
35012660,송천2동,35012
35012670,조촌동,35012
35012710,여의동,35012
35012700,혁신동,35012
35020110,옥구읍,35020
35020310,옥산면,35020
35020320,회현면,35020
35020330,임피면,35020
11130720,북가좌2동,11130
35020340,서수면,35020
35020350,대야면,35020
35020360,개정면,35020
35020370,성산면,35020
35020380,나포면,35020
35020390,옥도면,35020
35020400,옥서면,35020
35020510,해신동,35020
35020530,월명동,35020
35020560,삼학동,35020
35020550,신풍동,35020
35020600,중앙동,35020
35020640,흥남동,35020
35020650,조촌동,35020
35020660,경암동,35020
35020670,구암동,35020
35020680,개정동,35020
35020690,수송동,35020
35020700,나운1동,35020
35020710,나운2동,35020
35020740,나운3동,35020
35020720,소룡동,35020
35020730,미성동,35020
35030110,함열읍,35030
35030310,오산면,35030
11140770,공덕동,11140
35030320,황등면,35030
35030330,함라면,35030
35030340,웅포면,35030
35030350,성당면,35030
35030360,용안면,35030
35030370,낭산면,35030
35030380,망성면,35030
35030390,여산면,35030
35030400,금마면,35030
35030410,왕궁면,35030
35030420,춘포면,35030
35030430,삼기면,35030
35030440,용동면,35030
35030510,중앙동,35030
35030530,평화동,35030
35030550,인화동,35030
35030570,동산동,35030
35030580,마동,35030
35030590,남중동,35030
35030610,모현동,35030
35030620,송학동,35030
35030650,신동,35030
35030660,영등1동,35030
35030690,팔봉동,35030
35030700,삼성동,35030
35030710,영등2동,35030
35030720,어양동,35030
35040110,신태인읍,35040
11140780,아현동,11140
35040310,북면,35040
35040320,입암면,35040
35040330,소성면,35040
35040340,고부면,35040
35040350,영원면,35040
35040360,덕천면,35040
35040370,이평면,35040
35040380,정우면,35040
35040390,태인면,35040
35040400,감곡면,35040
35040410,옹동면,35040
35040420,칠보면,35040
35040430,산내면,35040
35040440,산외면,35040
35040510,수성동,35040
35040520,장명동,35040
35040530,내장상동,35040
35040540,시기동,35040
35040600,초산동,35040
35040570,연지동,35040
35040580,농소동,35040
35040590,상교동,35040
35050110,운봉읍,35050
35050310,주천면,35050
35050320,수지면,35050
35050330,송동면,35050
35050340,주생면,35050
35050350,금지면,35050
11020580,장충동,11020
11140750,도화동,11140
35050360,대강면,35050
35050370,대산면,35050
35050380,사매면,35050
35050390,덕과면,35050
35050400,보절면,35050
35050410,산동면,35050
35050420,이백면,35050
35050430,인월면,35050
35050440,아영면,35050
35050450,산내면,35050
35050510,동충동,35050
35050520,죽항동,35050
35050540,노암동,35050
35050550,금동,35050
35050560,왕정동,35050
35050570,향교동,35050
35050590,도통동,35050
35060110,만경읍,35060
11140590,용강동,11140
35060310,죽산면,35060
35060320,백산면,35060
35060330,용지면,35060
35060340,백구면,35060
35060350,부량면,35060
35060360,공덕면,35060
35060370,청하면,35060
35060380,성덕면,35060
35060390,진봉면,35060
35060400,금구면,35060
11140600,대흥동,11140
35060410,봉남면,35060
35060420,황산면,35060
35060430,금산면,35060
35060440,광활면,35060
35060510,요촌동,35060
35060520,신풍동,35060
35060540,검산동,35060
35060580,교월동,35060
35510110,삼례읍,35510
35510120,봉동읍,35510
35510130,용진읍,35510
35510320,상관면,35510
35510330,이서면,35510
35510340,소양면,35510
35510350,구이면,35510
35510360,고산면,35510
35510370,비봉면,35510
35510380,운주면,35510
11140610,염리동,11140
35510390,화산면,35510
35510400,동상면,35510
35510410,경천면,35510
35520110,진안읍,35520
35520310,용담면,35520
35520320,안천면,35520
35520330,동향면,35520
35520340,상전면,35520
11140630,신수동,11140
35520350,백운면,35520
35520360,성수면,35520
35520370,마령면,35520
35520380,부귀면,35520
35520390,정천면,35520
35520400,주천면,35520
35530110,무주읍,35530
35530310,무풍면,35530
11140760,서강동,11140
35530320,설천면,35530
35530330,적상면,35530
35530340,안성면,35530
35530350,부남면,35530
35540110,장수읍,35540
35540310,산서면,35540
35540320,번암면,35540
35540330,장계면,35540
35540340,천천면,35540
35540350,계남면,35540
35540360,계북면,35540
35550110,임실읍,35550
35550310,청웅면,35550
35550320,운암면,35550
35550330,신평면,35550
35550340,성수면,35550
11140660,서교동,11140
35550350,오수면,35550
35550360,신덕면,35550
35550370,삼계면,35550
35550380,관촌면,35550
35550390,강진면,35550
35550400,덕치면,35550
35550410,지사면,35550
35560110,순창읍,35560
11020590,광희동,11020
35560310,인계면,35560
35560320,동계면,35560
35560330,적성면,35560
35560340,유등면,35560
35560350,풍산면,35560
35560360,금과면,35560
35560370,팔덕면,35560
35560380,복흥면,35560
35560390,쌍치면,35560
35560400,구림면,35560
11140680,합정동,11140
35570110,고창읍,35570
35570310,고수면,35570
35570320,아산면,35570
35570330,무장면,35570
35570340,공음면,35570
35570350,상하면,35570
35570360,해리면,35570
35570370,성송면,35570
11140690,망원1동,11140
35570380,대산면,35570
35570390,심원면,35570
35570400,흥덕면,35570
35570410,성내면,35570
35570420,신림면,35570
35570430,부안면,35570
35580110,부안읍,35580
35580310,주산면,35580
11140700,망원2동,11140
35580320,동진면,35580
35580330,행안면,35580
35580340,계화면,35580
35580350,보안면,35580
35580360,변산면,35580
35580370,진서면,35580
35580380,백산면,35580
35580390,상서면,35580
35580400,하서면,35580
35580410,줄포면,35580
11140710,연남동,11140
35580420,위도면,35580
36010510,용당1동,36010
36010520,용당2동,36010
36010530,연동,36010
36010550,산정동,36010
11140720,성산1동,11140
36010560,연산동,36010
36010570,원산동,36010
36010580,대성동,36010
36010600,목원동,36010
36010620,동명동,36010
36010630,삼학동,36010
36010640,만호동,36010
36010650,유달동,36010
11140730,성산2동,11140
36010670,죽교동,36010
36010680,북항동,36010
36010690,용해동,36010
36010700,이로동,36010
36010710,상동,36010
36010720,하당동,36010
36010730,신흥동,36010
36010740,삼향동,36010
36010750,옥암동,36010
11140740,상암동,11140
36010760,부흥동,36010
36010770,부주동,36010
36020110,돌산읍,36020
36020310,소라면,36020
36020320,율촌면,36020
36020330,화양면,36020
36020340,남면,36020
36020350,화정면,36020
36020360,삼산면,36020
36020510,동문동,36020
36020520,한려동,36020
36020530,중앙동,36020
36020540,충무동,36020
36020550,광림동,36020
36020560,서강동,36020
36020570,대교동,36020
36020580,국동,36020
36020590,월호동,36020
36020600,여서동,36020
36020610,문수동,36020
36020620,미평동,36020
36020630,둔덕동,36020
36020640,만덕동,36020
36020650,쌍봉동,36020
36020660,시전동,36020
36020670,여천동,36020
36020680,주삼동,36020
36020690,삼일동,36020
11020600,을지로동,11020
11150510,목1동,11150
36020700,묘도동,36020
36030110,승주읍,36030
36030310,주암면,36030
36030320,송광면,36030
36030330,외서면,36030
36030340,낙안면,36030
36030350,별량면,36030
11150520,목2동,11150
36030360,상사면,36030
36030370,해룡면,36030
36030380,서면,36030
36030390,황전면,36030
36030400,월등면,36030
36030510,향동,36030
36030540,매곡동,36030
36030550,삼산동,36030
36030560,조곡동,36030
36030570,덕연동,36030
11150530,목3동,11150
36030580,풍덕동,36030
36030590,남제동,36030
36030600,저전동,36030
36030610,장천동,36030
36030620,중앙동,36030
36030630,도사동,36030
36030660,왕조1동,36030
36030670,왕조2동,36030
11150540,목4동,11150
36040110,남평읍,36040
36040310,세지면,36040
36040320,왕곡면,36040
36040330,반남면,36040
36040340,공산면,36040
36040350,동강면,36040
36040360,다시면,36040
36040370,문평면,36040
36040380,노안면,36040
36040390,금천면,36040
11150710,목5동,11150
36040400,산포면,36040
36040410,다도면,36040
36040420,봉황면,36040
36040510,송월동,36040
36040520,영강동,36040
36040540,금남동,36040
36040550,성북동,36040
36040580,영산동,36040
36040600,이창동,36040
36040610,빛가람동,36040
36060110,광양읍,36060
36060310,봉강면,36060
36060320,옥룡면,36060
36060330,옥곡면,36060
36060340,진상면,36060
36060350,진월면,36060
36060360,다압면,36060
36060510,골약동,36060
11150570,신월1동,11150
36060530,중마동,36060
36060540,광영동,36060
36060550,태인동,36060
36060560,금호동,36060
36510110,담양읍,36510
36510310,봉산면,36510
36510320,고서면,36510
36510420,가사문학면,36510
11150580,신월2동,11150
36510340,창평면,36510
36510350,대덕면,36510
36510360,무정면,36510
36510370,금성면,36510
36510380,용면,36510
36510390,월산면,36510
36510400,수북면,36510
36510410,대전면,36510
11150590,신월3동,11150
36520110,곡성읍,36520
36520310,오곡면,36520
36520320,삼기면,36520
36520330,석곡면,36520
36520340,목사동면,36520
36520350,죽곡면,36520
36520360,고달면,36520
36520370,옥과면,36520
36520380,입면,36520
36520390,겸면,36520
11150600,신월4동,11150
36520400,오산면,36520
36530110,구례읍,36530
36530310,문척면,36530
36530320,간전면,36530
36530330,토지면,36530
36530340,마산면,36530
36530350,광의면,36530
36530360,용방면,36530
11020650,신당5동,11020
11150610,신월5동,11150
36530370,산동면,36530
36550110,고흥읍,36550
36550120,도양읍,36550
36550310,풍양면,36550
36550320,도덕면,36550
36550330,금산면,36550
36550340,도화면,36550
36550350,포두면,36550
11150620,신월6동,11150
36550360,봉래면,36550
36550370,동일면,36550
36550380,점암면,36550
36550390,영남면,36550
36550400,과역면,36550
36550410,남양면,36550
36550420,동강면,36550
36550430,대서면,36550
36550440,두원면,36550
11150630,신월7동,11150
36560110,보성읍,36560
36560120,벌교읍,36560
36560310,노동면,36560
36560320,미력면,36560
36560330,겸백면,36560
36560340,율어면,36560
36560350,복내면,36560
36560360,문덕면,36560
36560370,조성면,36560
11150640,신정1동,11150
36560380,득량면,36560
36560390,회천면,36560
36560400,웅치면,36560
36570111,화순읍,36570
36570310,한천면,36570
36570320,춘양면,36570
36570330,청풍면,36570
36570340,이양면,36570
11150650,신정2동,11150
36570350,능주면,36570
36570360,도곡면,36570
36570370,도암면,36570
36570380,이서면,36570
36570430,백아면,36570
36570400,동복면,36570
36570440,사평면,36570
36570420,동면,36570
11150660,신정3동,11150
36580110,장흥읍,36580
36580120,관산읍,36580
36580130,대덕읍,36580
36580310,용산면,36580
36580320,안양면,36580
36580330,장동면,36580
36580340,장평면,36580
36580350,유치면,36580
36580360,부산면,36580
36580370,회진면,36580
11150720,신정4동,11150
36590110,강진읍,36590
36590310,군동면,36590
36590320,칠량면,36590
36590330,대구면,36590
36590340,마량면,36590
36590350,도암면,36590
36590360,신전면,36590
36590370,성전면,36590
36590380,작천면,36590
36590390,병영면,36590
36590400,옴천면,36590
36600110,해남읍,36600
36600310,삼산면,36600
36600320,화산면,36600
36600330,현산면,36600
36600340,송지면,36600
11150690,신정6동,11150
36600350,북평면,36600
36600360,북일면,36600
36600370,옥천면,36600
36600380,계곡면,36600
36600390,마산면,36600
36600400,황산면,36600
36600410,산이면,36600
36600420,문내면,36600
36600430,화원면,36600
11150700,신정7동,11150
36610110,영암읍,36610
36610120,삼호읍,36610
36610310,덕진면,36610
36610320,금정면,36610
36610330,신북면,36610
36610340,시종면,36610
36610350,도포면,36610
36610360,군서면,36610
36610370,서호면,36610
11020670,황학동,11020
36610380,학산면,36610
36610390,미암면,36610
36620110,무안읍,36620
36620120,일로읍,36620
36620130,삼향읍,36620
36620320,몽탄면,36620
36620330,청계면,36620
36620340,현경면,36620
36620350,망운면,36620
36620360,해제면,36620
36620370,운남면,36620
36630110,함평읍,36630
36630310,손불면,36630
36630320,신광면,36630
36630330,학교면,36630
36630340,엄다면,36630
11160510,염창동,11160
36630350,대동면,36630
36630360,나산면,36630
36630370,해보면,36630
36630380,월야면,36630
36640110,영광읍,36640
36640120,백수읍,36640
36640130,홍농읍,36640
36640310,대마면,36640
11160520,등촌1동,11160
36640320,묘량면,36640
36640330,불갑면,36640
36640340,군서면,36640
36640350,군남면,36640
36640360,염산면,36640
36640370,법성면,36640
36640380,낙월면,36640
36650110,장성읍,36650
11160530,등촌2동,11160
36650310,진원면,36650
36650320,남면,36650
36650330,동화면,36650
36650340,삼서면,36650
36650350,삼계면,36650
36650360,황룡면,36650
36650370,서삼면,36650
36650380,북일면,36650
36650390,북이면,36650
36650400,북하면,36650
11160540,등촌3동,11160
36660110,완도읍,36660
36660120,금일읍,36660
36660130,노화읍,36660
36660310,군외면,36660
36660320,신지면,36660
36660330,고금면,36660
36660340,약산면,36660
36660350,청산면,36660
11160550,화곡본동,11160
36660360,소안면,36660
36660370,금당면,36660
36660380,보길면,36660
36660390,생일면,36660
36670110,진도읍,36670
36670310,군내면,36670
36670320,고군면,36670
36670330,의신면,36670
11160730,화곡1동,11160
36670340,임회면,36670
36670350,지산면,36670
36670360,조도면,36670
36680110,지도읍,36680
36680120,압해읍,36680
36680310,증도면,36680
36680320,임자면,36680
36680330,자은면,36680
36680340,비금면,36680
36680350,도초면,36680
36680360,흑산면,36680
36680370,하의면,36680
36680380,신의면,36680
36680390,장산면,36680
36680400,안좌면,36680
36680410,팔금면,36680
36680420,암태면,36680
11160570,화곡2동,11160
37011110,구룡포읍,37011
37011120,연일읍,37011
37011130,오천읍,37011
37011310,대송면,37011
37011320,동해면,37011
37011330,장기면,37011
11020680,중림동,11020
11160580,화곡3동,11160
37011350,호미곶면,37011
37011600,상대동,37011
37011610,해도동,37011
37011550,송도동,37011
37011560,청림동,37011
37011570,제철동,37011
37011580,효곡동,37011
37011590,대이동,37011
11160590,화곡4동,11160
37012110,흥해읍,37012
37012310,신광면,37012
37012320,청하면,37012
37012330,송라면,37012
37012340,기계면,37012
37012350,죽장면,37012
37012360,기북면,37012
37012670,중앙동,37012
11160740,우장산동,11160
37012580,양학동,37012
37012680,죽도동,37012
37012610,용흥동,37012
37012630,우창동,37012
37012640,두호동,37012
37012650,장량동,37012
37012660,환여동,37012
37020110,감포읍,37020
37020120,안강읍,37020
37020130,건천읍,37020
37020140,외동읍,37020
37020390,문무대왕면,37020
37020320,양남면,37020
37020330,내남면,37020
37020340,산내면,37020
37020350,서면,37020
11160610,화곡6동,11160
37020360,현곡면,37020
37020370,강동면,37020
37020380,천북면,37020
37020510,중부동,37020
37020680,황오동,37020
37020550,성건동,37020
37020690,황남동,37020
37020580,월성동,37020
11160630,화곡8동,11160
37020590,선도동,37020
37020620,용강동,37020
37020630,황성동,37020
37020640,동천동,37020
37020660,불국동,37020
37020670,보덕동,37020
37030110,아포읍,37030
37030310,농소면,37030
11160640,가양1동,11160
37030320,남면,37030
37030330,개령면,37030
37030340,감문면,37030
37030350,어모면,37030
37030360,봉산면,37030
37030370,대항면,37030
37030380,감천면,37030
37030390,조마면,37030
37030400,구성면,37030
37030410,지례면,37030
11160650,가양2동,11160
37030420,부항면,37030
37030430,대덕면,37030
37030440,증산면,37030
37030600,자산동,37030
37030610,평화남산동,37030
37030550,양금동,37030
37030560,대신동,37030
37030580,대곡동,37030
11160660,가양3동,11160
37030590,지좌동,37030
37030620,율곡동,37030
37040110,풍산읍,37040
37040310,와룡면,37040
37040320,북후면,37040
37040330,서후면,37040
37040340,풍천면,37040
37040350,일직면,37040
11160670,발산1동,11160
37040360,남후면,37040
37040370,남선면,37040
37040380,임하면,37040
37040390,길안면,37040
37040400,임동면,37040
37040410,예안면,37040
37040420,도산면,37040
37040430,녹전면,37040
37040510,중구동,37040
37040520,명륜동,37040
11020690,신당동,11020
11160690,공항동,11160
37040540,용상동,37040
37040620,서구동,37040
37040560,태화동,37040
37040580,평화동,37040
37040590,안기동,37040
37040600,옥동,37040
37040610,송하동,37040
37040630,강남동,37040
11160700,방화1동,11160
37050110,선산읍,37050
37050120,고아읍,37050
37050310,무을면,37050
37050320,옥성면,37050
37050330,도개면,37050
37050340,해평면,37050
37050130,산동읍,37050
37050360,장천면,37050
37050510,송정동,37050
37050750,원평동,37050
11160710,방화2동,11160
37050750,원평동,37050
37050550,도량동,37050
37050560,지산동,37050
37050570,선주원남동,37050
37050590,형곡1동,37050
37050600,형곡2동,37050
37050610,신평1동,37050
37050620,신평2동,37050
11160720,방화3동,11160
37050730,비산동,37050
37050730,비산동,37050
37050740,공단동,37050
37050660,광평동,37050
37050670,상모사곡동,37050
37050690,임오동,37050
37050700,인동동,37050
37050710,진미동,37050
37050720,양포동,37050
37060110,풍기읍,37060
37060310,이산면,37060
37060320,평은면,37060
37060330,문수면,37060
37060340,장수면,37060
37060350,안정면,37060
37060360,봉현면,37060
37060370,순흥면,37060
37060380,단산면,37060
37060390,부석면,37060
37060510,상망동,37060
37060530,하망동,37060
37060550,영주1동,37060
37060580,영주2동,37060
37060590,휴천1동,37060
37060600,휴천2동,37060
